Step,Balance,Shares Held,Net Worth,Profit
177,349.12957763671875,9,10320.500061035156,320.50006103515625
178,349.12957763671875,9,10331.750061035156,331.75006103515625
179,10213.849182128906,0,10213.849182128906,213.84918212890625
180,10213.849182128906,0,10213.849182128906,213.84918212890625
181,10213.849182128906,0,10213.849182128906,213.84918212890625
182,10213.849182128906,0,10213.849182128906,213.84918212890625
183,10213.849182128906,0,10213.849182128906,213.84918212890625
184,75.52935791015625,9,10213.849182128906,213.84918212890625
185,75.52935791015625,9,10225.549621582031,225.54962158203125
186,75.52935791015625,9,10211.328918457031,211.32891845703125
187,10213.309753417969,0,10213.309753417969,213.30975341796875
188,10213.309753417969,0,10213.309753417969,213.30975341796875
189,10213.309753417969,0,10213.309753417969,213.30975341796875
190,1121.1495971679688,8,10213.309753417969,213.30975341796875
191,1121.1495971679688,8,10218.269714355469,218.26971435546875
192,1121.1495971679688,8,10254.669128417969,254.66912841796875
193,1121.1495971679688,8,10280.989440917969,280.98944091796875
194,1121.1495971679688,8,10296.989440917969,296.98944091796875
195,10210.909362792969,0,10210.909362792969,210.90936279296875
196,10210.909362792969,0,10210.909362792969,210.90936279296875
197,10210.909362792969,0,10210.909362792969,210.90936279296875
198,1122.6691284179688,8,10210.909362792969,210.90936279296875
199,1122.6691284179688,8,10324.508972167969,324.50897216796875
200,1122.6691284179688,8,10226.989440917969,226.98944091796875
201,1122.6691284179688,8,10054.508972167969,54.50897216796875
202,9856.749206542969,0,9856.749206542969,-143.25079345703125
203,1082.5089721679688,8,9856.749206542969,-143.25079345703125
204,1082.5089721679688,8,9819.869323730469,-180.13067626953125
205,9862.508972167969,0,9862.508972167969,-137.49102783203125
206,9862.508972167969,0,9862.508972167969,-137.49102783203125
207,9862.508972167969,0,9862.508972167969,-137.49102783203125
208,9862.508972167969,0,9862.508972167969,-137.49102783203125
209,1035.9494018554688,8,9862.508972167969,-137.49102783203125
210,1035.9494018554688,8,9814.189636230469,-185.81036376953125
211,1035.9494018554688,8,9540.829284667969,-459.17071533203125
212,1035.9494018554688,8,9565.468933105469,-434.53106689453125
213,1035.9494018554688,8,9489.869323730469,-510.13067626953125
214,1035.9494018554688,8,9600.109558105469,-399.89044189453125
215,9580.989440917969,0,9580.989440917969,-419.01055908203125
216,9580.989440917969,0,9580.989440917969,-419.01055908203125
217,9580.989440917969,0,9580.989440917969,-419.01055908203125
218,9580.989440917969,0,9580.989440917969,-419.01055908203125
219,9580.989440917969,0,9580.989440917969,-419.01055908203125
220,9580.989440917969,0,9580.989440917969,-419.01055908203125
221,9580.989440917969,0,9580.989440917969,-419.01055908203125
222,9580.989440917969,0,9580.989440917969,-419.01055908203125
223,9580.989440917969,0,9580.989440917969,-419.01055908203125
224,9580.989440917969,0,9580.989440917969,-419.01055908203125
225,9580.989440917969,0,9580.989440917969,-419.01055908203125
226,9580.989440917969,0,9580.989440917969,-419.01055908203125
227,9580.989440917969,0,9580.989440917969,-419.01055908203125
228,634.5089721679688,8,9580.989440917969,-419.01055908203125
229,634.5089721679688,8,9584.829284667969,-415.17071533203125
230,9618.268737792969,0,9618.268737792969,-381.73126220703125
231,9618.268737792969,0,9618.268737792969,-381.73126220703125
232,510.26873779296875,8,9618.268737792969,-381.73126220703125
233,510.26873779296875,8,9633.868347167969,-366.13165283203125
234,510.26873779296875,8,9675.148620605469,-324.85137939453125
235,510.26873779296875,8,9712.188659667969,-287.81134033203125
236,9710.188659667969,0,9710.188659667969,-289.81134033203125
237,9710.188659667969,0,9710.188659667969,-289.81134033203125
238,9710.188659667969,0,9710.188659667969,-289.81134033203125
239,9710.188659667969,0,9710.188659667969,-289.81134033203125
240,9710.188659667969,0,9710.188659667969,-289.81134033203125
241,9710.188659667969,0,9710.188659667969,-289.81134033203125
242,383.70819091796875,8,9710.188659667969,-289.81134033203125
243,383.70819091796875,8,9777.068542480469,-222.93145751953125
244,383.70819091796875,8,9725.467956542969,-274.53204345703125
245,9709.548034667969,0,9709.548034667969,-290.45196533203125
246,9709.548034667969,0,9709.548034667969,-290.45196533203125
247,9709.548034667969,0,9709.548034667969,-290.45196533203125
248,9709.548034667969,0,9709.548034667969,-290.45196533203125
249,9709.548034667969,0,9709.548034667969,-290.45196533203125
250,9709.548034667969,0,9709.548034667969,-290.45196533203125
251,210.02850341796875,8,9709.548034667969,-290.45196533203125
252,9725.548034667969,0,9725.548034667969,-274.45196533203125
253,9725.548034667969,0,9725.548034667969,-274.45196533203125
254,9725.548034667969,0,9725.548034667969,-274.45196533203125
255,170.58807373046875,8,9725.548034667969,-274.45196533203125
256,170.58807373046875,8,9742.427917480469,-257.57208251953125
257,9748.988464355469,0,9748.988464355469,-251.01153564453125
258,9748.988464355469,0,9748.988464355469,-251.01153564453125
259,9748.988464355469,0,9748.988464355469,-251.01153564453125
260,9748.988464355469,0,9748.988464355469,-251.01153564453125
261,9748.988464355469,0,9748.988464355469,-251.01153564453125
262,9748.988464355469,0,9748.988464355469,-251.01153564453125
263,101.46893310546875,8,9748.988464355469,-251.01153564453125
264,9770.829284667969,0,9770.829284667969,-229.17071533203125
265,9770.829284667969,0,9770.829284667969,-229.17071533203125
266,9770.829284667969,0,9770.829284667969,-229.17071533203125
267,301.14959716796875,8,9770.829284667969,-229.17071533203125
268,9832.029479980469,0,9832.029479980469,-167.97052001953125
269,9832.029479980469,0,9832.029479980469,-167.97052001953125
270,9832.029479980469,0,9832.029479980469,-167.97052001953125
271,9832.029479980469,0,9832.029479980469,-167.97052001953125
272,9832.029479980469,0,9832.029479980469,-167.97052001953125
273,505.06951904296875,8,9832.029479980469,-167.97052001953125
274,505.06951904296875,8,9530.269714355469,-469.73028564453125
275,505.06951904296875,8,9392.109558105469,-607.8904418945312
276,505.06951904296875,8,9782.909362792969,-217.09063720703125
277,505.06951904296875,8,9751.389831542969,-248.61016845703125
278,505.06951904296875,8,9878.429870605469,-121.57012939453125
279,505.06951904296875,8,9764.589050292969,-235.41094970703125
280,9590.509948730469,0,9590.509948730469,-409.49005126953125
281,9590.509948730469,0,9590.509948730469,-409.49005126953125
282,9590.509948730469,0,9590.509948730469,-409.49005126953125
283,9590.509948730469,0,9590.509948730469,-409.49005126953125
284,9590.509948730469,0,9590.509948730469,-409.49005126953125
285,9590.509948730469,0,9590.509948730469,-409.49005126953125
286,9590.509948730469,0,9590.509948730469,-409.49005126953125
287,9590.509948730469,0,9590.509948730469,-409.49005126953125
288,1046.9103393554688,8,9590.509948730469,-409.49005126953125
289,9871.390808105469,0,9871.390808105469,-128.60919189453125
290,9871.390808105469,0,9871.390808105469,-128.60919189453125
291,9871.390808105469,0,9871.390808105469,-128.60919189453125
292,1084.3507690429688,8,9871.390808105469,-128.60919189453125
293,9906.990417480469,0,9906.990417480469,-93.00958251953125
294,9906.990417480469,0,9906.990417480469,-93.00958251953125
295,9906.990417480469,0,9906.990417480469,-93.00958251953125
296,9906.990417480469,0,9906.990417480469,-93.00958251953125
297,405.78094482421875,9,9906.990417480469,-93.00958251953125
298,10187.340637207031,0,10187.340637207031,187.34063720703125
299,10187.340637207031,0,10187.340637207031,187.34063720703125
300,10187.340637207031,0,10187.340637207031,187.34063720703125
301,150.27081298828125,9,10187.340637207031,187.34063720703125
302,150.27081298828125,9,10181.760681152344,181.76068115234375
303,10194.631164550781,0,10194.631164550781,194.63116455078125
304,137.04107666015625,9,10194.631164550781,194.63116455078125
305,137.04107666015625,9,10155.840637207031,155.84063720703125
306,137.04107666015625,9,9994.831604003906,-5.16839599609375
307,137.04107666015625,9,9965.401428222656,-34.59857177734375
308,9800.250549316406,0,9800.250549316406,-199.74945068359375
309,9800.250549316406,0,9800.250549316406,-199.74945068359375
310,9800.250549316406,0,9800.250549316406,-199.74945068359375
311,9800.250549316406,0,9800.250549316406,-199.74945068359375
312,9800.250549316406,0,9800.250549316406,-199.74945068359375
313,9800.250549316406,0,9800.250549316406,-199.74945068359375
314,597.0303955078125,9,9800.250549316406,-199.74945068359375
315,597.0303955078125,9,9849.570922851562,-150.4290771484375
316,10139.460571289062,0,10139.460571289062,139.4605712890625
317,10139.460571289062,0,10139.460571289062,139.4605712890625
318,10139.460571289062,0,10139.460571289062,139.4605712890625
319,10139.460571289062,0,10139.460571289062,139.4605712890625
320,10139.460571289062,0,10139.460571289062,139.4605712890625
321,10139.460571289062,0,10139.460571289062,139.4605712890625
322,10139.460571289062,0,10139.460571289062,139.4605712890625
323,10139.460571289062,0,10139.460571289062,139.4605712890625
324,10139.460571289062,0,10139.460571289062,139.4605712890625
325,388.1407470703125,9,10139.460571289062,139.4605712890625
326,388.1407470703125,9,10014.450439453125,14.450439453125
327,388.1407470703125,9,10231.171142578125,231.171142578125
328,10312.0810546875,0,10312.0810546875,312.0810546875
329,276.990966796875,9,10312.0810546875,312.0810546875
330,276.990966796875,9,10301.550659179688,301.5506591796875
331,10232.161010742188,0,10232.161010742188,232.1610107421875
332,318.3907470703125,9,10232.161010742188,232.1610107421875
333,318.3907470703125,9,10232.79052734375,232.79052734375
334,318.3907470703125,9,10451.130615234375,451.130615234375
335,318.3907470703125,9,10402.530395507812,402.5303955078125
336,10463.550659179688,0,10463.550659179688,463.5506591796875
337,10463.550659179688,0,10463.550659179688,463.5506591796875
338,368.79052734375,9,10463.550659179688,463.5506591796875
339,368.79052734375,9,10518.90087890625,518.90087890625
340,368.79052734375,9,10458.3310546875,458.3310546875
341,368.79052734375,9,10174.020263671875,174.020263671875
342,10121.280395507812,0,10121.280395507812,121.2803955078125
343,10121.280395507812,0,10121.280395507812,121.2803955078125
344,10121.280395507812,0,10121.280395507812,121.2803955078125
345,10121.280395507812,0,10121.280395507812,121.2803955078125
346,10121.280395507812,0,10121.280395507812,121.2803955078125
347,10121.280395507812,0,10121.280395507812,121.2803955078125
348,10121.280395507812,0,10121.280395507812,121.2803955078125
349,515.04052734375,9,10121.280395507812,121.2803955078125
350,9981.870483398438,0,9981.870483398438,-18.1295166015625
351,483.90087890625,9,9981.870483398438,-18.1295166015625
352,483.90087890625,9,9908.880615234375,-91.119384765625
353,10065.210571289062,0,10065.210571289062,65.2105712890625
354,10065.210571289062,0,10065.210571289062,65.2105712890625
355,621.240966796875,9,10065.210571289062,65.2105712890625
356,621.240966796875,9,10343.851318359375,343.851318359375
357,621.240966796875,9,10432.140747070312,432.1407470703125
358,621.240966796875,9,10561.8310546875,561.8310546875
359,621.240966796875,9,10447.800659179688,447.8006591796875
360,621.240966796875,9,10511.070922851562,511.0709228515625
361,621.240966796875,9,10558.861450195312,558.8614501953125
362,621.240966796875,9,10607.19140625,607.19140625
363,10718.341186523438,0,10718.341186523438,718.3411865234375
364,628.44140625,9,10718.341186523438,718.3411865234375
365,10754.070922851562,0,10754.070922851562,754.0709228515625
366,10754.070922851562,0,10754.070922851562,754.0709228515625
367,623.76123046875,9,10754.070922851562,754.0709228515625
368,10908.15087890625,0,10908.15087890625,908.15087890625
369,650.130615234375,9,10908.15087890625,908.15087890625
370,10858.65087890625,0,10858.65087890625,858.65087890625
371,735.1812744140625,9,10858.65087890625,858.65087890625
372,735.1812744140625,9,11073.211669921875,1073.211669921875
373,735.1812744140625,9,11014.62158203125,1014.62158203125
374,735.1812744140625,9,11064.480834960938,1064.4808349609375
375,735.1812744140625,9,11037.751098632812,1037.7510986328125
376,11005.980834960938,0,11005.980834960938,1005.9808349609375
377,689.8209228515625,9,11005.980834960938,1005.9808349609375
378,689.8209228515625,9,10923.091186523438,923.0911865234375
379,689.8209228515625,9,11136.570922851562,1136.5709228515625
380,689.8209228515625,9,11129.550659179688,1129.5506591796875
381,689.8209228515625,9,11112.361450195312,1112.3614501953125
382,11176.171142578125,0,11176.171142578125,1176.171142578125
383,11176.171142578125,0,11176.171142578125,1176.171142578125
384,11176.171142578125,0,11176.171142578125,1176.171142578125
385,573.2713623046875,9,11176.171142578125,1176.171142578125
386,573.2713623046875,9,11137.561889648438,1137.5618896484375
387,573.2713623046875,9,11158.980834960938,1158.9808349609375
388,573.2713623046875,9,11235.661010742188,1235.6610107421875
389,573.2713623046875,9,11066.37158203125,1066.37158203125
390,573.2713623046875,9,11176.8017578125,1176.8017578125
391,573.2713623046875,9,11195.611450195312,1195.6114501953125
392,573.2713623046875,9,11220.990966796875,1220.990966796875
393,573.2713623046875,9,11243.851318359375,1243.851318359375
394,11244.031494140625,0,11244.031494140625,1244.031494140625
395,11244.031494140625,0,11244.031494140625,1244.031494140625
396,590.01123046875,9,11244.031494140625,1244.031494140625
397,590.01123046875,9,11239.351318359375,1239.351318359375
398,590.01123046875,9,11249.431274414062,1249.4312744140625
399,590.01123046875,9,11332.140747070312,1332.1407470703125
400,590.01123046875,9,11371.65087890625,1371.65087890625
401,11579.5517578125,0,11579.5517578125,1579.5517578125
402,11579.5517578125,0,11579.5517578125,1579.5517578125
403,570.3017578125,9,11579.5517578125,1579.5517578125
404,11490.901977539062,0,11490.901977539062,1490.9019775390625
405,11490.901977539062,0,11490.901977539062,1490.9019775390625
406,11490.901977539062,0,11490.901977539062,1490.9019775390625
407,11490.901977539062,0,11490.901977539062,1490.9019775390625
408,711.1519775390625,9,11490.901977539062,1490.9019775390625
409,711.1519775390625,9,11316.211669921875,1316.211669921875
410,11318.461669921875,0,11318.461669921875,1318.461669921875
411,548.252197265625,9,11318.461669921875,1318.461669921875
412,11345.822021484375,0,11345.822021484375,1345.822021484375
413,11345.822021484375,0,11345.822021484375,1345.822021484375
414,719.252197265625,9,11345.822021484375,1345.822021484375
415,11504.401977539062,0,11504.401977539062,1504.4019775390625
416,799.8017578125,9,11504.401977539062,1504.4019775390625
417,799.8017578125,9,11489.641845703125,1489.641845703125
418,799.8017578125,9,11424.752197265625,1424.752197265625
419,799.8017578125,9,11654.431274414062,1654.4312744140625
420,799.8017578125,9,11793.572021484375,1793.572021484375
421,799.8017578125,9,11822.19140625,1822.19140625
422,11807.881713867188,0,11807.881713867188,1807.8817138671875
423,794.1317138671875,9,11807.881713867188,1807.8817138671875
424,794.1317138671875,9,11848.651977539062,1848.6519775390625
425,794.1317138671875,9,11891.131713867188,1891.1317138671875
426,794.1317138671875,9,11957.73193359375,1957.73193359375
427,794.1317138671875,9,11958.271362304688,1958.2713623046875
428,11968.44140625,0,11968.44140625,1968.44140625
429,851.37158203125,9,11968.44140625,1968.44140625
430,851.37158203125,9,12037.201538085938,2037.2015380859375
431,851.37158203125,9,12046.561889648438,2046.5618896484375
432,851.37158203125,9,12075.091186523438,2075.0911865234375
433,12142.771362304688,0,12142.771362304688,2142.7713623046875
434,813.211669921875,9,12142.771362304688,2142.7713623046875
435,12124.141845703125,0,12124.141845703125,2124.141845703125
436,806.281494140625,9,12124.141845703125,2124.141845703125
437,12132.87158203125,0,12132.87158203125,2132.87158203125
438,12132.87158203125,0,12132.87158203125,2132.87158203125
439,12132.87158203125,0,12132.87158203125,2132.87158203125
440,814.1114501953125,9,12132.87158203125,2132.87158203125
441,12260.94140625,0,12260.94140625,2260.94140625
442,12260.94140625,0,12260.94140625,2260.94140625
443,771.90087890625,9,12260.94140625,2260.94140625
444,771.90087890625,9,12236.550659179688,2236.5506591796875
445,771.90087890625,9,12215.40087890625,2215.40087890625
446,12199.65087890625,0,12199.65087890625,2199.65087890625
447,729.3310546875,9,12199.65087890625,2199.65087890625
448,12302.970703125,0,12302.970703125,2302.970703125
449,12302.970703125,0,12302.970703125,2302.970703125
450,12302.970703125,0,12302.970703125,2302.970703125
451,12302.970703125,0,12302.970703125,2302.970703125
452,12302.970703125,0,12302.970703125,2302.970703125
453,12302.970703125,0,12302.970703125,2302.970703125
454,12302.970703125,0,12302.970703125,2302.970703125
455,12302.970703125,0,12302.970703125,2302.970703125
456,12302.970703125,0,12302.970703125,2302.970703125
457,12302.970703125,0,12302.970703125,2302.970703125
458,12302.970703125,0,12302.970703125,2302.970703125
459,12302.970703125,0,12302.970703125,2302.970703125
460,727.8907470703125,9,12302.970703125,2302.970703125
461,727.8907470703125,9,12496.200439453125,2496.200439453125
462,727.8907470703125,9,12464.161010742188,2464.1610107421875
463,727.8907470703125,9,12491.79052734375,2491.79052734375
464,12525.720703125,0,12525.720703125,2525.720703125
465,654.270263671875,9,12525.720703125,2525.720703125
466,12575.399780273438,0,12575.399780273438,2575.3997802734375
467,687.479736328125,9,12575.399780273438,2575.3997802734375
468,687.479736328125,9,12584.309692382812,2584.3096923828125
469,687.479736328125,9,12649.829956054688,2649.8299560546875
470,687.479736328125,9,12678.359252929688,2678.3592529296875
471,12639.56982421875,0,12639.56982421875,2639.56982421875
472,12639.56982421875,0,12639.56982421875,2639.56982421875
473,575.6993408203125,9,12639.56982421875,2639.56982421875
474,575.6993408203125,9,12662.789428710938,2662.7894287109375
475,575.6993408203125,9,12414.658813476562,2414.6588134765625
476,575.6993408203125,9,12342.299560546875,2342.299560546875
477,575.6993408203125,9,12330.59912109375,2330.59912109375
478,12454.619384765625,0,12454.619384765625,2454.619384765625
479,12454.619384765625,0,12454.619384765625,2454.619384765625
480,12454.619384765625,0,12454.619384765625,2454.619384765625
481,12454.619384765625,0,12454.619384765625,2454.619384765625
482,475.8896484375,9,12454.619384765625,2454.619384765625
483,475.8896484375,9,12366.239868164062,2366.2398681640625
484,12267.059692382812,0,12267.059692382812,2267.0596923828125
485,12267.059692382812,0,12267.059692382812,2267.0596923828125
486,386.8795166015625,9,12267.059692382812,2267.0596923828125
487,12042.869384765625,0,12042.869384765625,2042.869384765625
488,12042.869384765625,0,12042.869384765625,2042.869384765625
489,375.3592529296875,9,12042.869384765625,2042.869384765625
490,11912.189208984375,0,11912.189208984375,1912.189208984375
491,11912.189208984375,0,11912.189208984375,1912.189208984375
492,448.70947265625,9,11912.189208984375,1912.189208984375
493,448.70947265625,9,11961.59912109375,1961.59912109375
494,448.70947265625,9,12134.129516601562,2134.1295166015625
495,448.70947265625,9,12092.6396484375,2092.6396484375
496,448.70947265625,9,12126.56982421875,2126.56982421875
497,12235.649780273438,0,12235.649780273438,2235.6497802734375
498,12235.649780273438,0,12235.649780273438,2235.6497802734375
